02/22/17, 21:22:28, 34.79, 1.0, 3.0
02/22/17, 21:22:30, 36.55, 1.0, 3.0
02/22/17, 21:22:31, 35.59, 0.0, 0.0
02/22/17, 21:22:32, 36.28, 0.0, 0.0
02/22/17, 21:22:33, 35.68, 0.0, 0.0
02/22/17, 21:22:34, 34.7, 1.0, 3.0
02/22/17, 21:22:35, 36.4, 0.0, 0.0
02/22/17, 21:22:36, 36.62, 1.0, 3.0
02/22/17, 21:22:37, 37.56, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:40, 34.61, 1.0, 3.0
02/22/17, 21:22:41, 35.78, 1.0, 3.0
02/22/17, 21:22:42, 36.87, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:44, 37.04, 1.0, 3.0
02/22/17, 21:22:45, 37.08, 1.0, 3.0
02/22/17, 21:22:46, 35.74, 0.0, 0.0
02/22/17, 21:22:47, 34.14, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:50, 35.48, 1.0, 3.0
02/22/17, 21:22:51, 36.46, 0.0, 0.0
02/22/17, 21:22:52, 36.96, 1.0, 3.0
02/22/17, 21:22:53, 34.94, 1.0, 3.0
02/22/17, 21:22:54, 35.65, 0.0, 0.0
02/22/17, 21:22:55, 35.83, 0.0, 0.0
02/22/17, 21:22:56, 35.75, 0.0, 0.0
02/22/17, 21:22:57, 34.39, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:00, 37.28, 1.0, 3.0
02/22/17, 21:23:01, 35.58, 1.0, 3.0
02/22/17, 21:23:02, 39.06, 2.0, 5.0
Astronaut present 
02/22/17, 21:23:04, 36.07, 1.0, 3.0
02/22/17, 21:23:05, 35.36, 2.0, 5.0
Astronaut present 
02/22/17, 21:23:08, 36.73, 0.0, 0.0
02/22/17, 21:23:09, 37.39, 1.0, 3.0
02/22/17, 21:23:10, 35.65, 1.0, 3.0
02/22/17, 21:23:11, 34.74, 2.0, 5.0
Astronaut present 
02/22/17, 21:23:14, 36.22, 0.0, 0.0
02/22/17, 21:23:15, 34.77, 2.0, 5.0
Astronaut present 
02/22/17, 21:23:17, 34.08, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:20, 35.33, 1.0, 3.0
02/22/17, 21:23:21, 35.56, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:23, 33.46, 3.0, 8.0
Astronaut present 
02/22/17, 21:23:26, 37.21, 0.0, 0.0
02/22/17, 21:23:27, 35.51, 2.0, 5.0
Astronaut present 
02/22/17, 21:23:29, 36.06, 0.0, 0.0
02/22/17, 21:23:30, 36.06, 0.0, 0.0
02/22/17, 21:23:31, 37.13, 1.0, 3.0
02/22/17, 21:23:32, 34.65, 1.0, 3.0
02/22/17, 21:23:34, 37.33, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:36, 34.27, 0.0, 0.0
02/22/17, 21:23:37, 36.14, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:39, 35.89, 0.0, 0.0
02/22/17, 21:23:41, 35.73, 0.0, 0.0
02/22/17, 21:23:42, 36.03, 0.0, 0.0
02/22/17, 21:23:43, 34.18, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:45, 37.2, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:48, 36.19, 2.0, 6.0
Astronaut present 
02/22/17, 21:23:50, 35.59, 0.0, 0.0
02/22/17, 21:23:51, 37.24, 1.0, 3.0
02/22/17, 21:23:52, 36.71, 1.0, 3.0
02/22/17, 21:23:53, 35.89, 0.0, 0.0
02/22/17, 21:23:54, 34.84, 1.0, 3.0
02/22/17, 21:23:55, 35.65, 0.0, 0.0
02/22/17, 21:23:56, 37.05, 1.0, 3.0
02/22/17, 21:23:57, 34.95, 1.0, 3.0
02/22/17, 21:23:58, 35.78, 0.0, 0.0
02/22/17, 21:24:00, 35.8, 0.0, 0.0
02/22/17, 21:24:01, 37.57, 2.0, 6.0
Astronaut present 
02/22/17, 21:24:03, 36.05, 0.0, 0.0
02/22/17, 21:24:04, 35.93, 0.0, 0.0
02/22/17, 21:24:05, 34.77, 1.0, 3.0
02/22/17, 21:24:06, 37.29, 2.0, 6.0
Astronaut present 
02/22/17, 21:24:09, 35.75, 1.0, 3.0
02/22/17, 21:24:10, 35.55, 1.0, 3.0
02/22/17, 21:24:11, 35.85, 1.0, 3.0
02/22/17, 21:24:12, 36.32, 0.0, 0.0
02/22/17, 21:24:13, 34.99, 2.0, 5.0
Astronaut present 
02/22/17, 21:24:15, 35.49, 0.0, 0.0
02/22/17, 21:24:16, 36.13, 1.0, 3.0
