






























































































































































































































Date, Time, Humidity, Diff, Percentage 
02/22/17, 21:21:27, 39.27, 0.0, 0.0
02/22/17, 21:21:28, 35.81, 0.0, 0.0
02/22/17, 21:21:29, 34.94, 1.0, 3.0
02/22/17, 21:21:30, 36.34, 0.0, 0.0
02/22/17, 21:21:31, 35.96, 0.0, 0.0
02/22/17, 21:21:32, 34.6, 2.0, 6.0
Astronaut present 
02/22/17, 21:21:35, 36.17, 0.0, 0.0
02/22/17, 21:21:36, 35.39, 1.0, 3.0
02/22/17, 21:21:37, 35.86, 0.0, 0.0
02/22/17, 21:21:38, 36.15, 0.0, 0.0
02/22/17, 21:21:39, 36.56, 0.0, 0.0
02/22/17, 21:21:40, 35.94, 0.0, 0.0
02/22/17, 21:21:41, 35.78, 0.0, 0.0
02/22/17, 21:21:42, 36.35, 0.0, 0.0
02/22/17, 21:21:43, 36.0, 0.0, 0.0
02/22/17, 21:21:44, 35.4, 1.0, 3.0
02/22/17, 21:21:45, 36.34, 0.0, 0.0
02/22/17, 21:21:46, 35.94, 0.0, 0.0
02/22/17, 21:21:47, 37.95, 2.0, 6.0
Astronaut present 
02/22/17, 21:21:50, 36.43, 0.0, 0.0
02/22/17, 21:21:51, 36.77, 0.0, 0.0
02/22/17, 21:21:52, 35.39, 1.0, 3.0
02/22/17, 21:21:53, 35.62, 1.0, 3.0
02/22/17, 21:21:54, 37.21, 1.0, 3.0
02/22/17, 21:21:55, 34.54, 2.0, 5.0
Astronaut present 
02/22/17, 21:21:58, 36.37, 1.0, 3.0
02/22/17, 21:21:59, 35.65, 0.0, 0.0
02/22/17, 21:22:00, 35.74, 0.0, 0.0
02/22/17, 21:22:01, 37.14, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:03, 37.39, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:06, 36.49, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:08, 35.5, 4.0, 10.0
Astronaut present 
02/22/17, 21:22:11, 35.28, 1.0, 3.0
02/22/17, 21:22:12, 36.15, 0.0, 0.0
02/22/17, 21:22:13, 36.03, 1.0, 3.0
02/22/17, 21:22:14, 36.46, 0.0, 0.0
02/22/17, 21:22:15, 34.71, 2.0, 5.0
Astronaut present 
02/22/17, 21:22:17, 35.39, 1.0, 3.0
02/22/17, 21:22:18, 35.15, 1.0, 3.0
02/22/17, 21:22:19, 36.55, 2.0, 6.0
Astronaut present 
02/22/17, 21:22:22, 37.78, 0.0, 0.0
02/22/17, 21:22:23, 35.39, 2.0, 5.0
Astronaut present 
02/22/17, 21:22:25, 35.91, 0.0, 0.0
02/22/17, 21:22:26, 35.34, 1.0, 3.0
02/22/17, 21:22:27, 35.25, 1.0, 3.0
